Location,Ant_ID,Ant_ID_(partner),start_un,end.un,start_time,end_time
1,418,643,4513,4522,4513,4522
1,643,418,4513,4522,4513,4522
1,418,643,4531,4542,4531,4542
1,643,418,4531,4542,4531,4542
1,797,428,4550,4558,4550,4558
1,428,797,4550,4558,4550,4558
1,761,494,4619,4709,4619,4709
1,494,761,4619,4709,4619,4709
1,449,643,4668,4680,4668,4680
1,643,449,4668,4680,4668,4680
1,529,494,4768,4822,4768,4822
1,494,529,4768,4822,4768,4822
1,693,722,4790,5378,4790,5378
1,722,693,4790,5378,4790,5378
1,600,494,4930,4934,4930,4934
1,494,600,4930,4934,4930,4934
1,726,494,5027,5117,5027,5117
1,494,726,5027,5117,5027,5117
1,726,723,5148,5228,5148,5228
1,723,726,5148,5228,5148,5228
1,661,494,5264,5317,5264,5317
1,494,661,5264,5317,5264,5317
1,726,600,5285,6282,5285,6282
1,600,726,5285,6282,5285,6282
1,448,723,5286,5295,5286,5295
1,723,448,5286,5295,5286,5295
1,723,397,5315,5391,5315,5391
1,397,723,5315,5391,5315,5391
1,693,722,5427,5450,5427,5450
1,722,693,5427,5450,5427,5450
1,723,729,5470,5549,5470,5549
1,729,723,5470,5549,5470,5549
1,722,529,5577,5586,5577,5586
1,529,722,5577,5586,5577,5586
1,692,761,5586,5601,5586,5601
1,761,692,5586,5601,5586,5601
1,732,397,5595,5618,5595,5618
1,397,732,5595,5618,5595,5618
1,793,722,5615,5797,5615,5797
1,722,793,5615,5797,5615,5797
1,723,729,5628,5743,5628,5743
1,729,723,5628,5743,5628,5743
1,732,397,5632,5646,5632,5646
1,397,732,5632,5646,5632,5646
1,797,729,5752,5769,5752,5769
1,729,797,5752,5769,5752,5769
1,494,729,5799,5825,5799,5825
1,729,494,5799,5825,5799,5825
1,723,397,5809,5823,5809,5823
1,397,723,5809,5823,5809,5823
1,449,529,5828,6023,5828,6023
1,529,449,5828,6023,5828,6023
1,732,397,5829,5843,5829,5843
1,397,732,5829,5843,5829,5843
1,723,732,5849,5856,5849,5856
1,732,723,5849,5856,5849,5856
1,428,494,5867,5880,5867,5880
1,494,428,5867,5880,5867,5880
1,797,729,5937,6118,5937,6118
1,729,797,5937,6118,5937,6118
1,723,428,6149,6158,6149,6158
1,428,723,6149,6158,6149,6158
1,726,600,6323,6602,6323,6602
1,600,726,6323,6602,6323,6602
1,494,594,6365,6415,6365,6415
1,594,494,6365,6415,6365,6415
1,397,723,6384,6394,6384,6394
1,723,397,6384,6394,6384,6394
1,494,594,6419,6424,6419,6424
1,594,494,6419,6424,6419,6424
1,397,594,6426,6469,6426,6469
1,594,397,6426,6469,6426,6469
1,397,594,6496,6525,6496,6525
1,594,397,6496,6525,6496,6525
1,571,657,6588,6669,6588,6669
1,657,571,6588,6669,6588,6669
1,600,726,6613,6643,6613,6643
1,726,600,6613,6643,6613,6643
1,600,726,6693,6696,6693,6696
1,726,600,6693,6696,6693,6696
1,600,726,6705,6717,6705,6717
1,726,600,6705,6717,6705,6717
1,494,723,6797,6803,6797,6803
1,723,494,6797,6803,6797,6803
1,494,726,6869,7113,6869,7113
1,726,494,6869,7113,6869,7113
1,633,729,6878,7025,6878,7025
1,729,633,6878,7025,6878,7025
1,494,726,7155,7163,7155,7163
1,726,494,7155,7163,7155,7163
1,494,726,7171,7324,7171,7324
1,726,494,7171,7324,7171,7324
1,726,494,7330,7346,7330,7346
1,494,726,7330,7346,7330,7346
1,630,q,7452,7487,7452,7487
1,q,630,7452,7487,7452,7487
1,397,489,7624,7629,7624,7629
1,489,397,7624,7629,7624,7629
1,481,494,7724,7750,7724,7750
1,494,481,7724,7750,7724,7750
1,723,494,7777,7788,7777,7788
1,494,723,7777,7788,7777,7788
1,494,489,7800,7811,7800,7811
1,489,494,7800,7811,7800,7811
1,481,723,7805,7855,7805,7855
1,723,481,7805,7855,7805,7855
1,594,494,7931,7936,7931,7936
1,494,594,7931,7936,7931,7936
1,481,723,7943,7956,7943,7956
1,723,481,7943,7956,7943,7956
1,765,637,7945,7976,7945,7976
1,637,765,7945,7976,7945,7976
1,594,494,7956,7982,7956,7982
1,494,594,7956,7982,7956,7982
1,594,489,7991,8018,7991,8018
1,489,594,7991,8018,7991,8018
1,594,397,8031,8035,8031,8035
1,397,594,8031,8035,8031,8035
1,594,489,8038,8041,8038,8041
1,489,594,8038,8041,8038,8041
1,481,723,8089,8097,8089,8097
1,723,481,8089,8097,8089,8097
1,494,489,8160,8164,8160,8164
1,489,494,8160,8164,8160,8164
1,688,494,8221,8224,8221,8224
1,494,688,8221,8224,8221,8224
1,688,494,8244,8256,8244,8256
1,494,688,8244,8256,8244,8256
1,397,489,8251,8255,8251,8255
1,489,397,8251,8255,8251,8255
1,397,489,8275,8279,8275,8279
1,489,397,8275,8279,8275,8279
1,723,489,8315,8325,8315,8325
1,489,723,8315,8325,8315,8325
1,449,529,8653,8655,8653,8655
1,529,449,8653,8655,8653,8655
1,793,532,8740,8913,8740,8913
1,532,793,8740,8913,8740,8913
1,529,754,8881,9071,8881,9071
1,754,529,8881,9071,8881,9071
1,448,594,8933,8940,8933,8940
1,594,448,8933,8940,8933,8940
1,489,594,8974,8976,8974,8976
1,594,489,8974,8976,8974,8976
1,594,494,8983,8989,8983,8989
1,494,594,8983,8989,8983,8989
1,489,397,9011,9019,9011,9019
1,397,489,9011,9019,9011,9019
1,594,481,9030,9048,9030,9048
1,481,594,9030,9048,9030,9048
1,489,494,9062,9067,9062,9067
1,494,489,9062,9067,9062,9067
1,529,754,9085,9096,9085,9096
1,754,529,9085,9096,9085,9096
1,594,494,9175,9180,9175,9180
1,494,594,9175,9180,9175,9180
1,489,594,9184,9187,9184,9187
1,594,489,9184,9187,9184,9187
1,489,594,9188,9192,9188,9192
1,594,489,9188,9192,9188,9192
1,532,529,9267,9389,9267,9389
1,529,532,9267,9389,9267,9389
1,397,494,9282,9302,9282,9302
1,494,397,9282,9302,9282,9302
1,397,494,9315,9366,9315,9366
1,494,397,9315,9366,9315,9366
1,397,494,9381,9461,9381,9461
1,494,397,9381,9461,9381,9461
1,693,529,9389,9762,9389,9762
1,529,693,9389,9762,9389,9762
1,657,q,9562,9573,9562,9573
1,q,657,9562,9573,9562,9573
1,657,q,9606,9636,9606,9636
1,q,657,9606,9636,9606,9636
1,494,600,9733,9773,9733,9773
1,600,494,9733,9773,9733,9773
1,633,643,9787,9842,9787,9842
1,643,633,9787,9842,9787,9842
1,481,765,9820,9833,9820,9833
1,765,481,9820,9833,9820,9833
1,459,q,9821,9839,9821,9839
1,q,459,9821,9839,9821,9839
1,418,630,9836,9839,9836,9839
1,630,418,9836,9839,9836,9839
1,494,657,9836,10016,9836,10016
1,657,494,9836,10016,9836,10016
1,693,727,9837,9977,9837,9977
1,727,693,9837,9977,9837,9977
1,630,643,9853,9866,9853,9866
1,643,630,9853,9866,9853,9866
1,459,657,9865,9867,9865,9867
1,459,494,9865,9867,9865,9867
1,494,459,9865,9867,9865,9867
1,657,459,9865,9867,9865,9867
1,494,657,9865,9867,9865,9867
1,657,494,9865,9867,9865,9867
1,418,600,9870,9948,9870,9948
1,600,418,9870,9948,9870,9948
1,448,643,9894,9911,9894,9911
1,643,448,9894,9911,9894,9911
1,600,630,10005,10041,10005,10041
1,630,600,10005,10041,10005,10041
1,489,765,10043,10045,10043,10045
1,765,489,10043,10045,10043,10045
1,459,600,10050,10178,10050,10178
1,600,459,10050,10178,10050,10178
1,539,543,10052,10055,10052,10055
1,543,539,10052,10055,10052,10055
1,761,796,10077,10101,10077,10101
1,796,761,10077,10101,10077,10101
1,722,q,10082,10106,10082,10106
1,q,722,10082,10106,10082,10106
1,424,796,10112,10185,10112,10185
1,796,424,10112,10185,10112,10185
1,657,726,10125,10131,10125,10131
1,726,657,10125,10131,10125,10131
1,561,q,10130,10149,10130,10149
1,q,561,10130,10149,10130,10149
1,726,793,10149,10153,10149,10153
1,793,726,10149,10153,10149,10153
1,459,600,10205,10246,10205,10246
1,600,459,10205,10246,10205,10246
1,533,570,10216,10220,10216,10220
1,570,533,10216,10220,10216,10220
1,494,688,10283,10287,10283,10287
1,688,494,10283,10287,10283,10287
1,539,758,10301,10315,10301,10315
1,758,539,10301,10315,10301,10315
1,570,633,10322,10474,10322,10474
1,633,570,10322,10474,10322,10474
1,533,758,10323,10423,10323,10423
1,758,533,10323,10423,10323,10423
1,733,758,10435,10444,10435,10444
1,758,733,10435,10444,10435,10444
1,424,761,10462,10585,10462,10585
1,761,424,10462,10585,10462,10585
1,630,643,10484,10494,10484,10494
1,643,630,10484,10494,10484,10494
1,570,633,10496,10499,10496,10499
1,633,570,10496,10499,10496,10499
1,418,494,10571,10574,10571,10574
1,494,418,10571,10574,10571,10574
1,418,494,10582,10768,10582,10768
1,494,418,10582,10768,10582,10768
1,424,761,10590,10610,10590,10610
1,761,424,10590,10610,10590,10610
1,570,643,10606,10614,10606,10614
1,643,570,10606,10614,10606,10614
1,758,q,10649,10672,10649,10672
1,q,758,10649,10672,10649,10672
1,627,630,10665,10691,10665,10691
1,630,627,10665,10691,10665,10691
1,733,758,10703,10711,10703,10711
1,758,733,10703,10711,10703,10711
1,539,693,10727,10820,10727,10820
1,693,539,10727,10820,10727,10820
1,627,726,10853,11074,10853,11074
1,726,627,10853,11074,10853,11074
1,657,693,10858,11001,10858,11001
1,693,657,10858,11001,10858,11001
1,418,542,10908,11008,10908,11008
1,542,418,10908,11008,10908,11008
1,533,656,10914,10929,10914,10929
1,656,533,10914,10929,10914,10929
1,723,797,10933,10944,10933,10944
1,797,723,10933,10944,10933,10944
1,419,494,10937,10946,10937,10946
1,494,419,10937,10946,10937,10946
1,656,688,10950,10952,10950,10952
1,688,656,10950,10952,10950,10952
1,419,643,10979,10983,10979,10983
1,643,419,10979,10983,10979,10983
1,733,758,10980,11039,10980,11039
1,758,733,10980,11039,10980,11039
1,643,688,10995,11073,10995,11073
1,688,643,10995,11073,10995,11073
1,418,533,11050,11068,11050,11068
1,533,418,11050,11068,11050,11068
1,693,761,11087,11101,11087,11101
1,761,693,11087,11101,11087,11101
1,489,656,11141,11147,11141,11147
1,656,489,11141,11147,11141,11147
1,489,688,11156,11165,11156,11165
1,688,489,11156,11165,11156,11165
1,627,657,11279,11351,11279,11351
1,657,627,11279,11351,11279,11351
1,627,657,11294,11308,11294,11308
1,657,627,11294,11308,11294,11308
1,643,656,11423,11430,11423,11430
1,656,643,11423,11430,11423,11430
1,459,407,11437,11440,11437,11440
1,407,459,11437,11440,11437,11440
1,407,722,11466,11520,11466,11520
1,722,407,11466,11520,11466,11520
1,407,722,11535,11537,11535,11537
1,722,407,11535,11537,11535,11537
1,489,656,11540,11546,11540,11546
1,656,489,11540,11546,11540,11546
1,656,722,11575,11577,11575,11577
1,722,656,11575,11577,11575,11577
1,627,722,11598,11610,11598,11610
1,722,627,11598,11610,11598,11610
1,627,630,11633,11658,11633,11658
1,630,627,11633,11658,11633,11658
1,532,657,11688,11823,11688,11823
1,657,532,11688,11823,11688,11823
1,693,796,11780,11855,11780,11855
1,796,693,11780,11855,11780,11855
1,661,726,11852,11864,11852,11864
1,726,661,11852,11864,11852,11864
1,627,661,11888,11894,11888,11894
1,661,627,11888,11894,11888,11894
1,627,688,11917,11924,11917,11924
1,688,627,11917,11924,11917,11924
1,489,726,11967,11975,11967,11975
1,726,489,11967,11975,11967,11975
1,459,661,11971,12030,11971,12030
1,661,459,11971,12030,11971,12030
1,481,489,11999,12006,11999,12006
1,489,481,11999,12006,11999,12006
1,539,796,12069,12072,12069,12072
1,796,539,12069,12072,12069,12072
1,489,661,12098,12133,12098,12133
1,661,489,12098,12133,12098,12133
1,722,796,12105,12354,12105,12354
1,796,722,12105,12354,12105,12354
1,661,688,12278,12300,12278,12300
1,688,661,12278,12300,12278,12300
1,661,688,12344,12354,12344,12354
1,688,661,12344,12354,12344,12354
1,722,796,12388,12483,12388,12483
1,796,722,12388,12483,12388,12483
1,661,688,12473,12524,12473,12524
1,688,661,12473,12524,12473,12524
1,489,661,12662,12670,12662,12670
1,661,489,12662,12670,12662,12670
1,539,761,12824,12868,12824,12868
1,761,539,12824,12868,12824,12868
1,533,627,12940,12995,12940,12995
1,627,533,12940,12995,12940,12995
1,397,627,13117,13126,13117,13126
1,627,397,13117,13126,13117,13126
1,397,761,13157,13171,13157,13171
1,761,397,13157,13171,13157,13171
1,397,643,13248,13415,13248,13415
1,643,397,13248,13415,13248,13415
1,489,761,13384,13398,13384,13398
1,761,489,13384,13398,13384,13398
1,643,761,13491,13500,13491,13500
1,761,643,13491,13500,13491,13500
1,397,761,13551,13687,13551,13687
1,761,397,13551,13687,13551,13687
1,560,661,13669,13738,13669,13738
1,661,560,13669,13738,13669,13738
1,560,661,14189,14230,14189,14230
1,661,560,14189,14230,14189,14230
1,722,761,14247,14331,14247,14331
1,761,722,14247,14331,14247,14331
1,489,560,14363,14371,14363,14371
1,560,489,14363,14371,14363,14371
4,795,564,492,630,486,624
4,594,666,317,328,311,322
4,564,795,492,630,486,624
4,666,594,317,328,311,322
4,666,491,398,421,392,415
4,491,666,398,421,392,415
4,627,481,460,473,454,467
4,481,627,460,473,454,467
4,494,627,1544,1758,1538,1752
4,494,397,1723,1754,1717,1748
4,494,481,1786,1794,1780,1788
4,494,571,1802,1811,1796,1805
4,494,491,1863,1876,1857,1870
4,494,407,1897,2092,1891,2086
4,397,494,1723,1754,1717,1748
4,397,627,1723,1754,1717,1748
4,397,627,1762,1776,1756,1770
4,397,627,1778,1810,1772,1804
4,397,571,1828,1831,1822,1825
4,703,666,1701,1708,1695,1702
4,795,564,681,700,675,694
4,564,795,681,700,675,694
4,486,533,522,600,516,594
4,407,494,1897,2092,1891,2086
4,533,486,522,600,516,594
4,533,666,606,620,600,614
4,533,688,656,661,650,655
4,764,666,692,703,686,697
4,764,605,719,743,713,737
4,764,666,1032,1057,1026,1051
4,605,764,719,743,713,737
4,818,688,726,755,720,749
4,818,666,947,961,941,955
4,818,666,1717,1732,1711,1726
4,818,560,1810,1840,1804,1834
4,666,533,606,620,600,614
4,666,764,692,703,686,697
4,666,818,947,961,941,955
4,666,764,1032,1057,1026,1051
4,666,703,1701,1708,1695,1702
4,666,818,1717,1732,1711,1726
4,666,594,1751,1757,1745,1751
4,560,818,1810,1840,1804,1834
4,688,533,656,661,650,655
4,688,818,726,755,720,749
4,688,594,1715,1723,1709,1717
4,822,755,1928,1931,1922,1925
4,491,494,1863,1876,1857,1870
4,627,494,1544,1758,1538,1752
4,627,397,1723,1754,1717,1748
4,627,397,1762,1776,1756,1770
4,627,397,1778,1810,1772,1804
4,571,494,1802,1811,1796,1805
4,571,397,1828,1831,1822,1825
4,755,822,1928,1931,1922,1925
4,481,494,1786,1794,1780,1788
4,594,688,1715,1723,1709,1717
4,594,666,1751,1757,1745,1751
4,491,407,2126,2335,2120,2329
4,407,491,2126,2335,2120,2329
4,664,494,2129,2148,2123,2142
4,494,664,2129,2148,2123,2142
4,494,823,2270,2284,2264,2278
4,823,494,2270,2284,2264,2278
4,494,605,2309,2327,2303,2321
4,605,494,2309,2327,2303,2321
4,491,823,2486,2501,2480,2495
4,823,491,2486,2501,2480,2495
4,823,481,2510,2560,2504,2554
4,481,823,2510,2560,2504,2554
4,407,823,2677,2679,2671,2673
4,823,407,2677,2679,2671,2673
4,533,564,2702,2731,2696,2725
4,564,533,2702,2731,2696,2725
4,407,481,2710,2751,2704,2745
4,481,407,2710,2751,2704,2745
4,755,407,2783,2799,2777,2793
4,407,755,2783,2799,2777,2793
4,491,823,2817,2825,2811,2819
4,823,491,2817,2825,2811,2819
4,571,823,3529,3538,3523,3532
4,823,571,3529,3538,3523,3532
4,605,491,3924,3938,3918,3932
4,491,605,3924,3938,3918,3932
4,533,491,3952,4060,3946,4054
4,491,533,3952,4060,3946,4054
4,703,666,3983,4024,3977,4018
4,666,703,3983,4024,3977,4018
4,671,594,4024,4038,4018,4032
4,594,671,4024,4038,4018,4032
4,823,703,4066,4084,4060,4078
4,703,823,4066,4084,4060,4078
4,533,491,4073,4089,4067,4083
4,491,533,4073,4089,4067,4083
4,818,627,4074,4080,4068,4074
4,627,818,4074,4080,4068,4074
4,594,458,4080,4086,4074,4080
4,458,594,4080,4086,4074,4080
4,666,643,4099,4138,4093,4132
4,643,666,4099,4138,4093,4132
4,627,494,4102,4106,4096,4100
4,494,627,4102,4106,4096,4100
4,823,533,4113,4116,4107,4110
4,533,823,4113,4116,4107,4110
4,703,486,4121,4126,4115,4120
4,486,703,4121,4126,4115,4120
4,494,397,4121,4132,4115,4126
4,397,494,4121,4132,4115,4126
4,605,491,4127,4130,4121,4124
4,491,605,4127,4130,4121,4124
4,795,666,4139,4144,4133,4138
4,666,795,4139,4144,4133,4138
4,594,571,4148,4165,4142,4159
4,571,594,4148,4165,4142,4159
4,643,407,4157,4164,4151,4158
4,407,643,4157,4164,4151,4158
4,795,666,4170,4202,4164,4196
4,666,795,4170,4202,4164,4196
4,643,494,4187,4226,4181,4220
4,494,643,4187,4226,4181,4220
4,818,407,4208,4247,4202,4241
4,407,818,4208,4247,4202,4241
4,822,787,4214,4236,4208,4230
4,787,822,4214,4236,4208,4230
4,643,494,4232,4244,4226,4238
4,494,643,4232,4244,4226,4238
4,643,571,4255,4261,4249,4255
4,571,643,4255,4261,4249,4255
4,822,533,4255,4328,4249,4322
4,533,822,4255,4328,4249,4322
4,494,407,4272,4279,4266,4273
4,407,494,4272,4279,4266,4273
4,703,407,4303,4312,4297,4306
4,407,703,4303,4312,4297,4306
4,703,407,4314,4321,4308,4315
4,407,703,4314,4321,4308,4315
4,703,407,4322,4339,4316,4333
4,407,703,4322,4339,4316,4333
4,494,397,4324,4329,4318,4323
4,397,494,4324,4329,4318,4323
4,703,407,4368,4398,4362,4392
4,407,703,4368,4398,4362,4392
4,703,407,4407,4458,4401,4452
4,407,703,4407,4458,4401,4452
4,703,407,4474,4479,4468,4473
4,407,703,4474,4479,4468,4473
4,703,397,4522,4751,4516,4745
4,397,703,4522,4751,4516,4745
4,818,407,4838,4883,4832,4877
4,407,818,4838,4883,4832,4877
4,822,533,4869,4877,4863,4871
4,533,822,4869,4877,4863,4871
4,822,533,4892,5022,4886,5016
4,533,822,4892,5022,4886,5016
4,818,407,4893,4902,4887,4896
4,407,818,4893,4902,4887,4896
4,818,407,4918,4935,4912,4929
4,407,818,4918,4935,4912,4929
4,795,666,4922,4950,4916,4944
4,666,795,4922,4950,4916,4944
4,818,407,4936,4961,4930,4955
4,407,818,4936,4961,4930,4955
4,666,491,4969,5006,4963,5000
4,491,666,4969,5006,4963,5000
4,666,491,5026,5048,5020,5042
4,491,666,5026,5048,5020,5042
4,818,397,5027,5060,5021,5054
4,397,818,5027,5060,5021,5054
4,703,666,5081,5095,5075,5089
4,666,703,5081,5095,5075,5089
4,787,491,5112,5114,5106,5108
4,491,787,5112,5114,5106,5108
4,703,666,5115,5126,5109,5120
4,666,703,5115,5126,5109,5120
4,627,533,5120,5255,5114,5249
4,533,627,5120,5255,5114,5249
4,656,491,5134,5147,5128,5141
4,491,656,5134,5147,5128,5141
4,822,666,5139,5148,5133,5142
4,666,822,5139,5148,5133,5142
4,656,397,5163,5174,5157,5168
4,397,656,5163,5174,5157,5168
4,729,594,5198,5213,5192,5207
4,594,729,5198,5213,5192,5207
4,594,795,5242,5253,5236,5247
4,795,594,5242,5253,5236,5247
4,594,795,5263,5274,5257,5268
4,795,594,5263,5274,5257,5268
4,594,818,5286,5290,5280,5284
4,818,594,5286,5290,5280,5284
4,656,795,5304,5310,5298,5304
4,795,656,5304,5310,5298,5304
4,594,571,5367,5381,5361,5375
4,571,594,5367,5381,5361,5375
4,822,486,5370,5560,5364,5554
4,486,822,5370,5560,5364,5554
4,594,491,5385,5400,5379,5394
4,491,594,5385,5400,5379,5394
4,594,533,5421,5448,5415,5442
4,533,594,5421,5448,5415,5442
4,594,407,5458,5461,5452,5455
4,407,594,5458,5461,5452,5455
4,795,755,5460,5562,5454,5556
4,755,795,5460,5562,5454,5556
4,788,594,5468,5472,5462,5466
4,594,788,5468,5472,5462,5466
4,594,458,5477,5569,5471,5563
4,458,594,5477,5569,5471,5563
4,818,671,5540,5544,5534,5538
4,671,818,5540,5544,5534,5538
4,818,671,5569,5603,5563,5597
4,671,818,5569,5603,5563,5597
4,795,755,5579,5611,5573,5605
4,755,795,5579,5611,5573,5605
4,822,486,5582,5666,5576,5660
4,486,822,5582,5666,5576,5660
4,594,458,5635,5673,5629,5667
4,458,594,5635,5673,5629,5667
4,795,755,5651,5657,5645,5651
4,755,795,5651,5657,5645,5651
4,818,458,5721,5725,5715,5719
4,458,818,5721,5725,5715,5719
4,486,755,5726,5754,5720,5748
4,755,486,5726,5754,5720,5748
4,788,656,5746,5751,5740,5745
4,656,788,5746,5751,5740,5745
4,486,755,5804,5866,5798,5860
4,755,486,5804,5866,5798,5860
4,787,533,5865,5882,5859,5876
4,533,787,5865,5882,5859,5876
4,787,533,5895,5907,5889,5901
4,533,787,5895,5907,5889,5901
4,486,533,5945,5949,5939,5943
4,533,486,5945,5949,5939,5943
4,605,788,5957,6144,5951,6138
4,788,605,5957,6144,5951,6138
4,480,533,5988,5996,5982,5990
4,533,480,5988,5996,5982,5990
4,564,666,6002,6012,5996,6006
4,666,564,6002,6012,5996,6006
4,764,560,6006,6118,6000,6112
4,560,764,6006,6118,6000,6112
4,564,666,6035,6119,6029,6113
4,666,564,6035,6119,6029,6113
4,787,480,6055,6271,6049,6265
4,480,787,6055,6271,6049,6265
4,533,795,6085,6089,6079,6083
4,795,533,6085,6089,6079,6083
4,564,666,6126,6143,6120,6137
4,666,564,6126,6143,6120,6137
4,822,788,6155,6162,6149,6156
4,788,822,6155,6162,6149,6156
4,823,666,6166,6175,6160,6169
4,666,823,6166,6175,6160,6169
4,605,788,6174,6354,6168,6348
4,788,605,6174,6354,6168,6348
4,755,666,6188,6191,6182,6185
4,666,755,6188,6191,6182,6185
4,560,666,6195,6201,6189,6195
4,666,560,6195,6201,6189,6195
