Location,Ant_ID,Ant_ID_(partner),start_time,end_time
1,494,636,6812,6953
1,723,729,6815,6870
1,729,723,6815,6870
1,723,729,6912,7021
1,729,723,6912,7021
1,646,703,6941,6946
1,703,646,6941,6946
1,561,755,6969,6988
1,755,561,6969,6988
1,491,646,7003,7060
1,646,491,7003,7060
1,703,458,7014,7025
1,458,703,7014,7025
1,723,729,7045,7051
1,729,723,7045,7051
1,489,494,7060,7109
1,494,489,7060,7109
1,646,703,7067,7080
1,703,646,7067,7080
1,664,727,7079,7200
1,727,664,7079,7200
1,646,491,7100,7110
1,491,646,7100,7110
1,646,666,7171,7184
1,666,646,7171,7184
1,491,666,7197,7199
1,666,491,7197,7199
